id,Park name,Observed on,Taxon name,URL,Number of observation photo,Image number,Tagged by,Flower_Genus,Flower_species,Flower_IDer,FLW_ID_Conf,Notes,project
100535170,Broward_Crystal Lake Sand Pine Scrub,11/7/2021,Thorybes dorantes,https://www.inaturalist.org/observations/100535170,1,1,Lucas,Richardia,grandiflora,Toni,100%,NA,Thomas
100535178,Broward_Highlands Scrub Natural Area,11/7/2021,Leptotes cassius,https://www.inaturalist.org/observations/100535178,NA,NA,Thomas,Spermacoce,verticillata,Toni,100%,NA,NA
100535593,Broward_Crystal Lake Sand Pine Scrub,11/7/2021,Danaus plexippus,https://www.inaturalist.org/observations/100535593,NA,NA,Thomas,Richardia,grandiflora,Toni,100%,NA,NA
100585215,Broward_Crystal Lake Sand Pine Scrub,11/7/2021,Danaus plexippus,https://www.inaturalist.org/observations/100585215,NA,NA,Thomas,Richardia,grandiflora,Toni,100%,NA,NA
100610413,Broward_Long Key Natural Area and Nature Center,11/8/2021,Dione vanillae,https://www.inaturalist.org/observations/100610413,1,1,Noelle,Richardia,grandiflora,Jake,100%,NA,Thomas
100951290,Dania Beach_Linear Park,11/12/2021,Heliconius charithonia,https://www.inaturalist.org/observations/100951290,NA,NA,Thomas,Lantana,strigocamara,Toni,100%,NA,NA
100951369,Dania Beach_Linear Park,11/12/2021,Junonia neildi,https://www.inaturalist.org/observations/100951369,NA,NA,Thomas,Lantana,depressa,Toni,100%,NA,NA
101051357,Broward_Fern Forest Nature Center,11/13/2021,Augochlora pura,https://www.inaturalist.org/observations/101051357,NA,NA,Thomas,Richardia,grandiflora,Toni,100%,NA,NA
101157207,Broward_Long Key Natural Area and Nature Center,11/14/2021,Heliconius charithonia,https://www.inaturalist.org/observations/101157207,NA,NA,Thomas,Bidens,alba,Lange,NA,NA,NA
101165785,Broward_Long Key Natural Area and Nature Center,11/14/2021,Apis mellifera,https://www.inaturalist.org/observations/101165785,2,1,Noelle,Bidens,alba,Toni,100%,NA,Thomas
101166305,Broward_Long Key Natural Area and Nature Center,11/14/2021,Apis mellifera,https://www.inaturalist.org/observations/101166305,3,1,Noelle,Ludwigia,NA,Toni,100%,NA,Thomas
101356934,Dania Beach_Linear Park,11/17/2021,Phocides pigmalion,https://www.inaturalist.org/observations/101356934,NA,NA,Thomas,Lantana,strigocamara,Lange,NA,NA,NA
101407530,Broward_CB Smith Park,11/18/2021,Eurema daira,https://www.inaturalist.org/observations/101407530,NA,NA,Thomas,Calyptocarpus,vialis,Lange,NA,NA,NA
101547900,Broward_Anne Kolb Nature Center,10/19/2021,Heliconius charithonia,https://www.inaturalist.org/observations/101547900,1,1,MaryJo,Bidens,Alba,Adam,100%,NA,Thomas
101581940,Broward_Miramar Pineland Natural Area,11/20/2021,Hemiargus ceraunus,https://www.inaturalist.org/observations/101581940,NA,NA,Thomas,Spermacoce,verticillata,Toni,100%,NA,NA
101604509,Broward_Miramar Pineland Natural Area,11/20/2021,Utetheisa ornatrix,https://www.inaturalist.org/observations/101604509,NA,NA,Thomas,Richardia,grandiflora,Toni,100%,NA,NA
101712857,Fort Lauderdale_Snyder Park,10/19/2021,Danaus plexippus,https://www.inaturalist.org/observations/101712857,1,1,Lucas,Asclepias,curassavica,Toni,100%,NA,Thomas
101720284,Dania Beach_Linear Park,11/22/2021,Danaus plexippus,https://www.inaturalist.org/observations/101720284,NA,NA,Thomas,Pentas,lanceolata,Toni,100%,NA,NA
101959793,Broward_Military Trail Nature Area,11/25/2021,Agapostemon splendens,https://www.inaturalist.org/observations/101959793,1,1,MaryJo,Spermacoce,verticillata,Toni,100%,NA,Thomas
102039356,Broward_Quiet Waters Park,11/27/2021,Apis mellifera,https://www.inaturalist.org/observations/102039356,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
102105076,Broward_Fern Forest Nature Center,11/28/2021,Eurema daira,https://www.inaturalist.org/observations/102105076,NA,NA,Thomas,Salvia,misella,Toni,100%,NA,NA
102135851,Broward_Quiet Waters Park,11/27/2021,Pyrausta tyralis,https://www.inaturalist.org/observations/102135851,NA,NA,Thomas,Sphagneticola,trilobata,Lange,NA,NA,NA
102135852,Broward_Quiet Waters Park,11/27/2021,Halictus poeyi,https://www.inaturalist.org/observations/102135852,NA,NA,Thomas,Sphagneticola,trilobata,Toni,100%,NA,NA
102179417,Broward_Markham Park,11/24/2021,Danaus gilippus,https://www.inaturalist.org/observations/102179417,1,1,Noelle,Bidens,alba,Toni,100%,NA,Thomas
102179598,Broward_Markham Park,11/24/2021,Eurema daira,https://www.inaturalist.org/observations/102179598,NA,NA,Thomas,Cuphea,strigulosa,Lange,NA,NA,NA
102314786,Dania Beach_Linear Park,12/1/2021,Junonia neildi,https://www.inaturalist.org/observations/102314786,NA,NA,Thomas,Lantana,depressa,Toni,100%,NA,NA
102424584,Dania Beach_Linear Park,12/3/2021,Heliconius charithonia,https://www.inaturalist.org/observations/102424584,NA,NA,Thomas,Pentas,lanceolata,Toni,100%,NA,NA
102425345,Broward_Tree Tops Park,12/3/2021,Euglossa dilemma,https://www.inaturalist.org/observations/102425345,4,1,Lucas,Hamelia,patens,Toni,100%,NA,Thomas
102425347,Broward_Tree Tops Park,12/3/2021,Leptotes cassius,https://www.inaturalist.org/observations/102425347,1,1,Lucas,Acanthaceae,NA,Lange,NA,NA,Thomas
102736143,Broward_Secret Woods Park,12/8/2021,Apis mellifera,https://www.inaturalist.org/observations/102736143,6,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
102794053,Broward_Tall Cypress Natural Area,11/30/2021,Leptotes cassius,https://www.inaturalist.org/observations/102794053,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
103211731,Dania Beach_Linear Park,12/17/2021,Heliconius charithonia,https://www.inaturalist.org/observations/103211731,NA,NA,Thomas,Jatropha,integerrima,Toni,100%,NA,NA
103283403,Pembroke Pines_Chapel Trail Nature Preserve,5/17/2013,Dryas iulia,https://www.inaturalist.org/observations/103283403,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
103428165,Dania Beach_Linear Park,12/21/2021,Danaus plexippus,https://www.inaturalist.org/observations/103428165,NA,NA,Thomas,Asclepias,curassavica,Toni,100%,NA,NA
103528506,Dania Beach_Linear Park,12/23/2021,Heliconius charithonia,https://www.inaturalist.org/observations/103528506,NA,NA,Thomas,Lantana,strigocamara,Toni,100%,NA,NA
103528587,Dania Beach_Linear Park,12/23/2021,Danaus plexippus,https://www.inaturalist.org/observations/103528587,NA,NA,Thomas,Pentas,lanceolata,Toni,100%,NA,NA
103829101,Broward_Tradewinds Park,12/23/2021,Euglossa dilemma,https://www.inaturalist.org/observations/103829101,NA,NA,Thomas,Passiflora,coccinea,Lange,NA,NA,NA
103835447,Dania Beach_Linear Park,12/27/2021,Danaus plexippus,https://www.inaturalist.org/observations/103835447,NA,NA,Thomas,Pentas,lanceolata,Toni,100%,NA,NA
103835467,Dania Beach_Linear Park,12/27/2021,Danaus plexippus,https://www.inaturalist.org/observations/103835467,NA,NA,Thomas,Asclepias,curassavica,Toni,100%,NA,NA
103901612,Davie_Wolf Lake Park,12/25/2021,Marpesia petreus,https://www.inaturalist.org/observations/103901612,NA,NA,Thomas,Chromolaena,odorata,Lange,NA,NA,NA
103901775,Davie_Wolf Lake Park,12/25/2021,Dryas iulia,https://www.inaturalist.org/observations/103901775,NA,NA,Thomas,Chromolaena,odorata,Lange,NA,NA,NA
103901810,Davie_Wolf Lake Park,12/25/2021,Thorybes dorantes,https://www.inaturalist.org/observations/103901810,1,1,Lucas,Chromolaena,odorata,Toni,100%,NA,Thomas
103901908,Davie_Wolf Lake Park,12/25/2021,Heliconius charithonia,https://www.inaturalist.org/observations/103901908,NA,NA,Thomas,Chromolaena,odorata,Toni,100%,NA,NA
104247972,Broward_Long Key Natural Area and Nature Center,12/28/2021,Marpesia petreus,https://www.inaturalist.org/observations/104247972,NA,NA,Thomas,Chromolaena,odorata,Lange,NA,NA,NA
104363689,Dania Beach_Linear Park,1/4/2022,Danaus plexippus,https://www.inaturalist.org/observations/104363689,NA,NA,Thomas,Asclepias,curassavica,Toni,100%,NA,NA
104380113,Broward_Tree Tops Park,2/25/2004,Alypia wittfeldii,https://www.inaturalist.org/observations/104380113,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
104434687,Broward_Quiet Waters Park,1/5/2022,Hemiargus ceraunus,https://www.inaturalist.org/observations/104434687,1,1,Lucas,Spermacoce,verticillata,Toni,100%,NA,Thomas
104775541,Dania Beach_Linear Park,1/10/2022,Heliconius charithonia,https://www.inaturalist.org/observations/104775541,NA,NA,Thomas,Jatropha,integerrima,Toni,100%,NA,NA
104826449,Pembroke Pines_Chapel Trail Nature Preserve,1/12/2014,Heliconius charithonia,https://www.inaturalist.org/observations/104826449,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
104826603,Broward_Markham Park,1/13/2014,Marpesia petreus,https://www.inaturalist.org/observations/104826603,NA,NA,Thomas,Eupatorium,serotinum,Lange,NA,NA,NA
104826604,Broward_Markham Park,1/13/2014,Anartia jatrophae,https://www.inaturalist.org/observations/104826604,1,1,Noelle,Bidens,alba,Toni,100%,NA,Thomas
104826702,Broward_Fern Forest Nature Center,1/15/2014,Heraclides cresphontes,https://www.inaturalist.org/observations/104826702,NA,NA,Thomas,Hamelia,patens,Toni,100%,NA,NA
104976368,Broward_Fern Forest Nature Center,1/12/2022,Marpesia petreus,https://www.inaturalist.org/observations/104976368,NA,NA,Thomas,Chromolaena,odorata,Lange,NA,NA,NA
104990159,Broward_Quiet Waters Park,1/15/2022,Halictus poeyi,https://www.inaturalist.org/observations/104990159,4,1,Lucas,Helianthus,debilis,Toni,100%,NA,Thomas
105118711,Dania Beach_Linear Park,1/17/2022,Danaus plexippus,https://www.inaturalist.org/observations/105118711,NA,NA,Thomas,Asclepias,curassavica,Toni,100%,NA,NA
105322608,Dania Beach_Linear Park,1/21/2022,Heliconius charithonia,https://www.inaturalist.org/observations/105322608,NA,NA,Thomas,Pentas,lanceolata,Toni,100%,NA,NA
105330892,Broward_Topeekeegee Yugnee Park,1/15/2022,Apis mellifera,https://www.inaturalist.org/observations/105330892,1,1,Tessa,Spermacoce,verticillata,Toni,100%,NA,Thomas
105330901,Broward_Topeekeegee Yugnee Park,1/15/2022,Anartia jatrophae,https://www.inaturalist.org/observations/105330901,NA,NA,Thomas,Spermacoce,verticillata,Toni,100%,NA,NA
105330931,Broward_Topeekeegee Yugnee Park,1/15/2022,Erynnis horatius,https://www.inaturalist.org/observations/105330931,NA,NA,Thomas,Richardia,grandiflora,Toni,100%,NA,NA
105515110,Dania Beach_Linear Park,1/24/2022,Danaus plexippus,https://www.inaturalist.org/observations/105515110,NA,NA,Thomas,Pentas,lanceolata,Toni,100%,NA,NA
105673931,Dania Beach_Linear Park,1/27/2022,Danaus plexippus,https://www.inaturalist.org/observations/105673931,NA,NA,Thomas,Jatropha,integerrima,Toni,100%,NA,NA
105674040,Dania Beach_Linear Park,1/27/2022,Heliconius charithonia,https://www.inaturalist.org/observations/105674040,NA,NA,Thomas,Jatropha,integerrima,Toni,100%,NA,NA
105674266,Dania Beach_Linear Park,1/27/2022,Danaus plexippus,https://www.inaturalist.org/observations/105674266,1,1,Thomas,Asclepias,curassavica,Toni,100%,NA,Thomas
105674452,Dania Beach_Linear Park,1/27/2022,Phocides pigmalion,https://www.inaturalist.org/observations/105674452,NA,NA,Thomas,Lantana,sp.,Lange,NA,NA,NA
105674504,Dania Beach_Linear Park,1/27/2022,Danaus plexippus,https://www.inaturalist.org/observations/105674504,1,1,Thomas,Lantana,depressa,Toni,100%,NA,Thomas
105734439,Dania Beach_Linear Park,1/28/2022,Heliconius charithonia,https://www.inaturalist.org/observations/105734439,NA,NA,Thomas,Jatropha,integerrima,Toni,100%,NA,NA
106268376,Pembroke Pines_Chapel Trail Nature Preserve,2/6/2022,Dione vanillae,https://www.inaturalist.org/observations/106268376,2,1,Lucas,Richardia,grandiflora,Toni,100%,NA,Thomas
106456240,Dania Beach_Linear Park,2/9/2022,Danaus plexippus,https://www.inaturalist.org/observations/106456240,NA,NA,Thomas,Jatropha,integerrima,Toni,100%,NA,NA
106556278,Dania Beach_Linear Park,2/11/2022,Danaus plexippus,https://www.inaturalist.org/observations/106556278,NA,NA,Thomas,Asclepias,curassavica,Toni,100%,NA,NA
106556325,Dania Beach_Linear Park,2/11/2022,Danaus plexippus,https://www.inaturalist.org/observations/106556325,NA,NA,Thomas,Asclepias,curassavica,Toni,100%,NA,NA
106624978,Dania Beach_Linear Park,2/12/2022,Danaus plexippus,https://www.inaturalist.org/observations/106624978,NA,NA,Thomas,Jatropha,integerrima,Toni,100%,NA,NA
106625384,Dania Beach_Linear Park,2/12/2022,Heliconius charithonia,https://www.inaturalist.org/observations/106625384,NA,NA,Thomas,Jatropha,integerrima,Toni,100%,NA,NA
106983790,Dania Beach_Linear Park,2/18/2022,Heraclides cresphontes,https://www.inaturalist.org/observations/106983790,NA,NA,Thomas,Pentas,lanceolata,Toni,100%,NA,NA
107049645,Broward_Fern Forest Nature Center,2/19/2022,Marpesia petreus,https://www.inaturalist.org/observations/107049645,NA,NA,Thomas,Pluchea,carolinensis,Toni,100%,NA,NA
107050000,Broward_Anne Kolb Nature Center,2/19/2022,Apis mellifera,https://www.inaturalist.org/observations/107050000,1,1,MaryJo,Pluchea,NA,Jake,100%,NA,Thomas
107052233,Broward_Fern Forest Nature Center,2/19/2022,Marpesia petreus,https://www.inaturalist.org/observations/107052233,NA,NA,Thomas,Pluchea,carolinensis,Lange,NA,NA,NA
107228173,Broward_Quiet Waters Park,2/21/2022,Dryas iulia,https://www.inaturalist.org/observations/107228173,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
107228179,Broward_Quiet Waters Park,2/21/2022,Thorybes dorantes,https://www.inaturalist.org/observations/107228179,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
107228184,Broward_Quiet Waters Park,2/21/2022,Thorybes dorantes,https://www.inaturalist.org/observations/107228184,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
107228186,Broward_Quiet Waters Park,2/21/2022,Marpesia petreus,https://www.inaturalist.org/observations/107228186,4,4,Lucas,Bidens,alba,Toni,100%,NA,Thomas
107228189,Broward_Quiet Waters Park,2/21/2022,Cymaenes tripunctus,https://www.inaturalist.org/observations/107228189,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
107278840,Plantation_Volunteer Park,2/22/2022,Apis mellifera,https://www.inaturalist.org/observations/107278840,NA,NA,Thomas,Spermacoce,verticillata,Toni,100%,NA,NA
107333030,Dania Beach_Linear Park,2/23/2022,Danaus plexippus,https://www.inaturalist.org/observations/107333030,NA,NA,Thomas,Asclepias,curassavica,Toni,100%,NA,NA
107346995,Davie_Robbins Preserve,2/23/2022,Heliconius charithonia,https://www.inaturalist.org/observations/107346995,NA,NA,Thomas,Jatropha,integerrima,Toni,100%,NA,NA
107347151,Davie_Robbins Preserve,2/23/2022,Thorybes dorantes,https://www.inaturalist.org/observations/107347151,1,1,Lucas,Richardia,grandiflora,Toni,100%,NA,Thomas
107484313,Broward_Long Key Natural Area and Nature Center,2/24/2022,Heliconius charithonia,https://www.inaturalist.org/observations/107484313,1,1,Noelle,Bidens,alba,Toni,100%,NA,Thomas
107580967,Broward_Helene Klein Pineland Preserve,2/27/2022,Halictus poeyi,https://www.inaturalist.org/observations/107580967,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
107672906,Broward_Tradewinds Park,2/27/2022,Battus polydamas,https://www.inaturalist.org/observations/107672906,4,3,Lucas,Pentas,lanceolata,Toni,100%,NA,Thomas
107769033,Dania Beach_Linear Park,3/1/2022,Phocides pigmalion,https://www.inaturalist.org/observations/107769033,NA,NA,Thomas,Lantana,cf depressa,Lange,NA,NA,NA
107902777,Broward_Long Key Natural Area and Nature Center,2/26/2022,Heliconius charithonia,https://www.inaturalist.org/observations/107902777,2,1,Noelle,Bidens,alba,Toni,100%,NA,Thomas
107903971,Dania Beach_Linear Park,3/4/2022,Asbolis capucinus,https://www.inaturalist.org/observations/107903971,1,1,Tessa,Ruellia,ciliatiflora,Toni,100%,NA,Thomas
107903990,Dania Beach_Linear Park,3/4/2022,Heliconius charithonia,https://www.inaturalist.org/observations/107903990,NA,NA,Thomas,Jatropha,integerrima,Toni,100%,NA,NA
108126634,Broward_Topeekeegee Yugnee Park,3/7/2022,Dryas iulia,https://www.inaturalist.org/observations/108126634,1,1,Thomas,Psychotria,nervosa,Toni,100%,NA,Thomas
108138087,Dania Beach_Linear Park,3/7/2022,Danaus plexippus,https://www.inaturalist.org/observations/108138087,NA,NA,Thomas,Asclepias,curassavica,Toni,100%,NA,NA
108176658,Broward_Everglades Holiday Park,3/6/2022,Dryas iulia,https://www.inaturalist.org/observations/108176658,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
108176682,Broward_Everglades Holiday Park,3/6/2022,Dione vanillae,https://www.inaturalist.org/observations/108176682,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
108176968,Broward_Everglades Holiday Park,3/6/2022,Phoebis philea,https://www.inaturalist.org/observations/108176968,NA,NA,Thomas,Rhizophora,mangle,Toni,100%,NA,NA
108199345,Broward_Markham Park,3/6/2022,Eurema daira,https://www.inaturalist.org/observations/108199345,NA,NA,Thomas,Sida,ulmifolia,Lange,NA,NA,NA
108333495,Broward_Fern Forest Nature Center,3/8/2022,Urbanus proteus,https://www.inaturalist.org/observations/108333495,2,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
108739703,Broward_Tree Tops Park,3/16/2022,Dione vanillae,https://www.inaturalist.org/observations/108739703,NA,NA,Thomas,Richardia,grandiflora,Toni,100%,NA,NA
108739746,Broward_Tree Tops Park,3/16/2022,Dione vanillae,https://www.inaturalist.org/observations/108739746,4,1,Lucas,Richardia,grandiflora,Toni,100%,NA,Thomas
109254096,Broward_Topeekeegee Yugnee Park,11/15/2020,Dione vanillae,https://www.inaturalist.org/observations/109254096,NA,NA,Thomas,Hibiscus,rosa-sinensis,Toni,100%,NA,NA
109476162,Broward_Long Key Natural Area and Nature Center,3/25/2022,Trichiotinus lunulatus,https://www.inaturalist.org/observations/109476162,4,1,Noelle,Bidens,alba,Toni,100%,NA,Thomas
109476289,Broward_Long Key Natural Area and Nature Center,3/25/2022,Marpesia petreus,https://www.inaturalist.org/observations/109476289,3,2,Noelle,Psychotria,nervosa,Toni,100%,NA,Thomas
109716682,Broward_Quiet Waters Park,3/18/2020,Erynnis horatius,https://www.inaturalist.org/observations/109716682,NA,NA,Thomas,Bidens,alba,Lange,NA,NA,NA
109774326,Dania Beach_Linear Park,3/23/2022,Heraclides cresphontes,https://www.inaturalist.org/observations/109774326,NA,NA,Thomas,Pentas,lanceolata,Toni,100%,NA,NA
109774429,Dania Beach_Linear Park,3/24/2022,Dione vanillae,https://www.inaturalist.org/observations/109774429,NA,NA,Thomas,Pentas,lanceolata,Toni,100%,NA,NA
109774523,Dania Beach_Linear Park,3/24/2022,Heliconius charithonia,https://www.inaturalist.org/observations/109774523,NA,NA,Thomas,Lantana,strigocamara,Toni,100%,NA,NA
109774907,Dania Beach_Linear Park,3/25/2022,Dione vanillae,https://www.inaturalist.org/observations/109774907,NA,NA,Thomas,Plumbago,auriculata,Lange,NA,NA,NA
109785510,Broward_Markham Park,3/26/2022,Danaus eresimus,https://www.inaturalist.org/observations/109785510,1,1,Noelle,Bidens,alba,Toni,100%,NA,Thomas
110311676,Broward_Long Key Natural Area and Nature Center,4/3/2022,Marpesia petreus,https://www.inaturalist.org/observations/110311676,2,2,Noelle,Psychotria,nervosa,Toni,100%,NA,Thomas
110452316,Dania Beach_Linear Park,4/4/2022,Asbolis capucinus,https://www.inaturalist.org/observations/110452316,1,1,Tessa,Ruellia,simplex,Toni,100%,NA,Thomas
110516768,Dania Beach_Linear Park,4/5/2022,Phocides pigmalion,https://www.inaturalist.org/observations/110516768,NA,NA,Thomas,Plumbago,auriculata,Lange,NA,NA,NA
110517747,Dania Beach_Linear Park,4/5/2022,Heliconius charithonia,https://www.inaturalist.org/observations/110517747,NA,NA,Thomas,Lantana,strigocamara,Toni,100%,NA,NA
110606649,Dania Beach_Linear Park,4/6/2022,Dione vanillae,https://www.inaturalist.org/observations/110606649,NA,NA,Thomas,Pentas,lanceolata,Toni,100%,NA,NA
110689516,Dania Beach_Linear Park,4/5/2022,Heliconius charithonia,https://www.inaturalist.org/observations/110689516,NA,NA,Thomas,Lantana,strigocamara,Toni,100%,NA,NA
110772027,Dania Beach_Linear Park,4/8/2022,Heliconius charithonia,https://www.inaturalist.org/observations/110772027,NA,NA,Thomas,Pentas,lanceolata,Toni,100%,NA,NA
110773057,Dania Beach_Linear Park,4/8/2022,Anartia jatrophae,https://www.inaturalist.org/observations/110773057,NA,NA,Thomas,Lantana,depressa,Toni,100%,NA,NA
111235891,Broward_Tree Tops Park,4/12/2022,Dione vanillae,https://www.inaturalist.org/observations/111235891,3,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
111235958,Broward_Tree Tops Park,4/12/2022,Heraclides cresphontes,https://www.inaturalist.org/observations/111235958,NA,NA,Thomas,Bidens,alba,Lange,NA,NA,NA
111236595,Broward_Markham Park,4/12/2022,Dione vanillae,https://www.inaturalist.org/observations/111236595,1,1,Noelle,Bidens,alba,Toni,100%,NA,Thomas
111258573,Broward_Tree Tops Park,4/12/2022,Erynnis horatius,https://www.inaturalist.org/observations/111258573,4,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
111272338,Broward_Markham Park,3/6/2022,Eurema daira,https://www.inaturalist.org/observations/111272338,NA,NA,Thomas,Sida,ulmifolia,Lange,NA,NA,NA
111339433,Broward_Tradewinds Park,4/13/2022,Chrysanthrax cypris,https://www.inaturalist.org/observations/111339433,NA,NA,Thomas,Richardia,grandiflora,Toni,100%,NA,NA
111420304,Dania Beach_Linear Park,4/13/2022,Anartia jatrophae,https://www.inaturalist.org/observations/111420304,NA,NA,Thomas,Pentas,lanceolata,Toni,100%,NA,NA
111847769,Broward_Vista View Park,4/17/2022,Ascia monuste,https://www.inaturalist.org/observations/111847769,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
111865449,Broward_Tree Tops Park,4/12/2022,Erynnis horatius,https://www.inaturalist.org/observations/111865449,2,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
111964663,Dania Beach_Linear Park,4/18/2022,Heliconius charithonia,https://www.inaturalist.org/observations/111964663,NA,NA,Thomas,Pentas,lanceolata,Toni,100%,NA,NA
111964847,Dania Beach_Linear Park,4/18/2022,Dryas iulia,https://www.inaturalist.org/observations/111964847,NA,NA,Thomas,Lantana,strigocamara,Toni,100%,NA,NA
111964922,Dania Beach_Linear Park,4/18/2022,Dione vanillae,https://www.inaturalist.org/observations/111964922,NA,NA,Thomas,Pentas,lanceolata,Toni,100%,NA,NA
111965072,Dania Beach_Linear Park,4/18/2022,Dryas iulia,https://www.inaturalist.org/observations/111965072,NA,NA,Thomas,Lantana,strigocamara,Toni,100%,NA,NA
111965137,Dania Beach_Linear Park,4/18/2022,Anartia jatrophae,https://www.inaturalist.org/observations/111965137,NA,NA,Thomas,Lantana,strigocamara,Lange,NA,NA,NA
112034822,Broward_Quiet Waters Park,4/19/2022,Dione vanillae,https://www.inaturalist.org/observations/112034822,2,1,Lucas,Hamelia,patens,Toni,100%,NA,Thomas
112087819,Dania Beach_Linear Park,4/19/2022,Danaus plexippus,https://www.inaturalist.org/observations/112087819,NA,NA,Thomas,Alysicarpus,vaginalis,Toni,100%,NA,NA
112194223,Dania Beach_Linear Park,4/20/2022,Hylephila phyleus,https://www.inaturalist.org/observations/112194223,NA,NA,Thomas,Lantana,depressa,Toni,100%,NA,NA
112194607,Dania Beach_Linear Park,4/20/2022,Heliconius charithonia,https://www.inaturalist.org/observations/112194607,NA,NA,Thomas,Jatropha,integerrima,Toni,100%,NA,NA
112194856,Dania Beach_Linear Park,4/20/2022,Dryas iulia,https://www.inaturalist.org/observations/112194856,1,1,Thomas,Lantana,depressa,Toni,100%,NA,Thomas
112194910,Dania Beach_Linear Park,4/20/2022,Phocides pigmalion,https://www.inaturalist.org/observations/112194910,NA,NA,Thomas,Lantana,cf depressa,Lange,NA,NA,NA
112321474,Dania Beach_Linear Park,4/21/2022,Phoebis philea,https://www.inaturalist.org/observations/112321474,NA,NA,Thomas,Hamelia,patens,Toni,100%,NA,NA
112834828,Broward_Woodmont Natural Area,3/15/2022,Eurema daira,https://www.inaturalist.org/observations/112834828,NA,NA,Thomas,Spermacoce,verticillata,Toni,100%,NA,NA
112835886,Broward_Woodmont Natural Area,4/11/2022,Heraclides cresphontes,https://www.inaturalist.org/observations/112835886,NA,NA,Thomas,Hamelia,patens,Toni,100%,NA,NA
112990530,Dania Beach_Linear Park,4/25/2022,Dryas iulia,https://www.inaturalist.org/observations/112990530,NA,NA,Thomas,Lantana,depressa,Toni,100%,NA,NA
112990807,Dania Beach_Linear Park,4/25/2022,Hylephila phyleus,https://www.inaturalist.org/observations/112990807,NA,NA,Thomas,Lantana,depressa,Toni,100%,NA,NA
112992264,Dania Beach_Linear Park,4/25/2022,Hylephila phyleus,https://www.inaturalist.org/observations/112992264,NA,NA,Thomas,Lantana,depressa,Toni,100%,NA,NA
112993220,Dania Beach_Linear Park,4/25/2022,Heliconius charithonia,https://www.inaturalist.org/observations/112993220,NA,NA,Thomas,Lantana,strigocamara,Toni,100%,NA,NA
112993432,Dania Beach_Linear Park,4/25/2022,Phoebis philea,https://www.inaturalist.org/observations/112993432,NA,NA,Thomas,Hamelia,patens,Toni,100%,NA,NA
112993565,Dania Beach_Linear Park,4/25/2022,Dione vanillae,https://www.inaturalist.org/observations/112993565,NA,NA,Thomas,Lantana,depressa,Toni,100%,NA,NA
113225408,Dania Beach_Linear Park,4/27/2022,Dryas iulia,https://www.inaturalist.org/observations/113225408,NA,NA,Thomas,Lantana,strigocamara,Toni,100%,NA,NA
113225613,Dania Beach_Linear Park,4/27/2022,Dione vanillae,https://www.inaturalist.org/observations/113225613,NA,NA,Thomas,Pentas,lanceolata,Toni,100%,NA,NA
113266011,Dania Beach_Linear Park,4/27/2022,Phoebis philea,https://www.inaturalist.org/observations/113266011,1,1,MaryJo,Hamelia,patens,Toni,100%,NA,Thomas
113266510,Dania Beach_Linear Park,4/27/2022,Phocides pigmalion,https://www.inaturalist.org/observations/113266510,NA,NA,Thomas,Lantana,cf depressa,Lange,NA,NA,NA
113553510,Broward_Anne Kolb Nature Center,4/29/2022,Heliconius charithonia,https://www.inaturalist.org/observations/113553510,1,1,MaryJo,Bidens,alba,Jake,100%,NA,Thomas
113557305,Broward_Anne Kolb Nature Center,4/29/2022,Anartia jatrophae,https://www.inaturalist.org/observations/113557305,1,1,MaryJo,Phyla,nodiflora,Jake,100%,NA,Thomas
113566694,Broward_Anne Kolb Nature Center,4/29/2022,Phocides pigmalion,https://www.inaturalist.org/observations/113566694,NA,NA,Thomas,Casasia,clusiifolia,Lange,NA,NA,NA
113572855,Dania Beach_Linear Park,4/29/2022,Phocides pigmalion,https://www.inaturalist.org/observations/113572855,NA,NA,Thomas,Lantana,cf depressa,Lange,NA,NA,NA
113573360,Dania Beach_Linear Park,4/29/2022,Dione vanillae,https://www.inaturalist.org/observations/113573360,NA,NA,Thomas,Lantana,depressa,Toni,100%,NA,NA
113573897,Dania Beach_Linear Park,4/29/2022,Hylephila phyleus,https://www.inaturalist.org/observations/113573897,NA,NA,Thomas,Lantana,depressa,Toni,100%,NA,NA
113656383,Dania Beach_Linear Park,4/29/2022,Dryas iulia,https://www.inaturalist.org/observations/113656383,NA,NA,Thomas,Lantana,strigocamara,Toni,100%,NA,NA
